dataset,faiss_index,dataset_id,cluster
Android_2k_cleaned.csv,209,0,-1
Android_2k_cleaned.csv,210,0,5
Android_2k_cleaned.csv,211,0,23
Android_2k_cleaned.csv,212,0,-1
Android_2k_cleaned.csv,213,0,-1
Android_2k_cleaned.csv,214,0,-1
Android_2k_cleaned.csv,215,0,-1
Android_2k_cleaned.csv,216,0,-1
Android_2k_cleaned.csv,217,0,-1
Android_2k_cleaned.csv,218,0,15
Android_2k_cleaned.csv,219,0,-1
Android_2k_cleaned.csv,220,0,-1
Android_2k_cleaned.csv,221,0,-1
Android_2k_cleaned.csv,222,0,15
Android_2k_cleaned.csv,223,0,15
Android_2k_cleaned.csv,224,0,-1
Android_2k_cleaned.csv,225,0,9
Android_2k_cleaned.csv,226,0,8
Android_2k_cleaned.csv,227,0,-1
Android_2k_cleaned.csv,228,0,22
Android_2k_cleaned.csv,229,0,22
Android_2k_cleaned.csv,230,0,22
Android_2k_cleaned.csv,231,0,-1
Android_2k_cleaned.csv,232,0,-1
Android_2k_cleaned.csv,233,0,-1
Android_2k_cleaned.csv,234,0,-1
Android_2k_cleaned.csv,235,0,-1
Android_2k_cleaned.csv,236,0,5
Android_2k_cleaned.csv,237,0,23
Android_2k_cleaned.csv,238,0,5
Android_2k_cleaned.csv,239,0,23
Android_2k_cleaned.csv,240,0,5
Android_2k_cleaned.csv,241,0,23
Android_2k_cleaned.csv,242,0,-1
Android_2k_cleaned.csv,243,0,5
Android_2k_cleaned.csv,244,0,23
Android_2k_cleaned.csv,245,0,5
Android_2k_cleaned.csv,246,0,23
Android_2k_cleaned.csv,247,0,5
Android_2k_cleaned.csv,248,0,23
Android_2k_cleaned.csv,249,0,11
Android_2k_cleaned.csv,250,0,11
Android_2k_cleaned.csv,251,0,5
Android_2k_cleaned.csv,252,0,23
Android_2k_cleaned.csv,253,0,5
Android_2k_cleaned.csv,254,0,23
Android_2k_cleaned.csv,255,0,5
Android_2k_cleaned.csv,256,0,23
Android_2k_cleaned.csv,257,0,-1
Android_2k_cleaned.csv,258,0,-1
Android_2k_cleaned.csv,259,0,-1
Android_2k_cleaned.csv,260,0,5
Android_2k_cleaned.csv,261,0,23
Android_2k_cleaned.csv,262,0,-1
Android_2k_cleaned.csv,263,0,-1
Android_2k_cleaned.csv,264,0,4
Android_2k_cleaned.csv,265,0,-1
Android_2k_cleaned.csv,266,0,5
Android_2k_cleaned.csv,267,0,23
Android_2k_cleaned.csv,268,0,15
Android_2k_cleaned.csv,269,0,23
Android_2k_cleaned.csv,270,0,15
Android_2k_cleaned.csv,271,0,11
Android_2k_cleaned.csv,272,0,15
Android_2k_cleaned.csv,273,0,-1
Android_2k_cleaned.csv,274,0,-1
Android_2k_cleaned.csv,275,0,5
Android_2k_cleaned.csv,276,0,23
Android_2k_cleaned.csv,277,0,-1
Android_2k_cleaned.csv,278,0,-1
Android_2k_cleaned.csv,279,0,5
Android_2k_cleaned.csv,280,0,23
Android_2k_cleaned.csv,281,0,-1
Android_2k_cleaned.csv,282,0,-1
Android_2k_cleaned.csv,283,0,-1
Android_2k_cleaned.csv,284,0,-1
Android_2k_cleaned.csv,285,0,-1
Android_2k_cleaned.csv,286,0,-1
Android_2k_cleaned.csv,287,0,5
Android_2k_cleaned.csv,288,0,23
Android_2k_cleaned.csv,289,0,16
Android_2k_cleaned.csv,290,0,16
Android_2k_cleaned.csv,291,0,16
Android_2k_cleaned.csv,292,0,16
Android_2k_cleaned.csv,293,0,-1
Android_2k_cleaned.csv,294,0,16
Android_2k_cleaned.csv,295,0,-1
Android_2k_cleaned.csv,296,0,-1
Android_2k_cleaned.csv,297,0,9
Android_2k_cleaned.csv,298,0,16
Android_2k_cleaned.csv,299,0,16
Android_2k_cleaned.csv,300,0,16
Android_2k_cleaned.csv,301,0,-1
Android_2k_cleaned.csv,302,0,-1
Android_2k_cleaned.csv,303,0,22
Android_2k_cleaned.csv,304,0,23
Android_2k_cleaned.csv,305,0,22
Android_2k_cleaned.csv,306,0,-1
Android_2k_cleaned.csv,307,0,22
Android_2k_cleaned.csv,308,0,11
Android_2k_cleaned.csv,309,0,15
Android_2k_cleaned.csv,310,0,15
Android_2k_cleaned.csv,311,0,23
Android_2k_cleaned.csv,312,0,15
Android_2k_cleaned.csv,313,0,-1
Android_2k_cleaned.csv,314,0,-1
Android_2k_cleaned.csv,315,0,-1
Android_2k_cleaned.csv,316,0,-1
Android_2k_cleaned.csv,317,0,-1
Android_2k_cleaned.csv,318,0,-1
Android_2k_cleaned.csv,319,0,23
Android_2k_cleaned.csv,320,0,-1
Android_2k_cleaned.csv,321,0,22
Android_2k_cleaned.csv,322,0,-1
Android_2k_cleaned.csv,323,0,-1
Android_2k_cleaned.csv,324,0,21
Android_2k_cleaned.csv,325,0,20
Android_2k_cleaned.csv,326,0,9
Android_2k_cleaned.csv,327,0,22
Android_2k_cleaned.csv,328,0,22
Android_2k_cleaned.csv,329,0,22
Android_2k_cleaned.csv,330,0,22
Android_2k_cleaned.csv,331,0,22
Android_2k_cleaned.csv,332,0,22
Android_2k_cleaned.csv,333,0,22
Android_2k_cleaned.csv,334,0,22
Android_2k_cleaned.csv,335,0,22
Android_2k_cleaned.csv,336,0,22
Android_2k_cleaned.csv,337,0,10
Android_2k_cleaned.csv,338,0,8
Android_2k_cleaned.csv,339,0,5
Android_2k_cleaned.csv,340,0,23
Android_2k_cleaned.csv,341,0,11
Android_2k_cleaned.csv,342,0,15
Android_2k_cleaned.csv,343,0,-1
Android_2k_cleaned.csv,344,0,-1
Android_2k_cleaned.csv,345,0,-1
Android_2k_cleaned.csv,346,0,11
Android_2k_cleaned.csv,347,0,15
Android_2k_cleaned.csv,348,0,11
Android_2k_cleaned.csv,349,0,15
Android_2k_cleaned.csv,350,0,11
Android_2k_cleaned.csv,351,0,15
Android_2k_cleaned.csv,352,0,21
Android_2k_cleaned.csv,353,0,11
Android_2k_cleaned.csv,354,0,15
Android_2k_cleaned.csv,355,0,-1
Android_2k_cleaned.csv,356,0,1
Android_2k_cleaned.csv,357,0,2
Android_2k_cleaned.csv,358,0,0
Android_2k_cleaned.csv,359,0,21
Android_2k_cleaned.csv,360,0,-1
Android_2k_cleaned.csv,361,0,-1
Android_2k_cleaned.csv,362,0,-1
Android_2k_cleaned.csv,363,0,1
Android_2k_cleaned.csv,364,0,2
Android_2k_cleaned.csv,365,0,0
Android_2k_cleaned.csv,366,0,21
Android_2k_cleaned.csv,367,0,21
Android_2k_cleaned.csv,368,0,21
Android_2k_cleaned.csv,369,0,-1
Android_2k_cleaned.csv,370,0,9
Android_2k_cleaned.csv,371,0,8
Android_2k_cleaned.csv,372,0,-1
Android_2k_cleaned.csv,373,0,-1
Android_2k_cleaned.csv,374,0,9
Android_2k_cleaned.csv,375,0,-1
Android_2k_cleaned.csv,376,0,-1
Android_2k_cleaned.csv,377,0,9
Android_2k_cleaned.csv,378,0,-1
Android_2k_cleaned.csv,379,0,-1
Android_2k_cleaned.csv,380,0,21
Android_2k_cleaned.csv,381,0,1
Android_2k_cleaned.csv,382,0,2
Android_2k_cleaned.csv,383,0,0
Android_2k_cleaned.csv,384,0,-1
Android_2k_cleaned.csv,385,0,9
Android_2k_cleaned.csv,386,0,-1
Android_2k_cleaned.csv,387,0,9
Android_2k_cleaned.csv,388,0,-1
Android_2k_cleaned.csv,389,0,-1
Android_2k_cleaned.csv,390,0,-1
Android_2k_cleaned.csv,391,0,-1
Android_2k_cleaned.csv,392,0,9
Android_2k_cleaned.csv,393,0,9
Android_2k_cleaned.csv,394,0,-1
Android_2k_cleaned.csv,395,0,21
Android_2k_cleaned.csv,396,0,21
Android_2k_cleaned.csv,397,0,9
Android_2k_cleaned.csv,398,0,21
Android_2k_cleaned.csv,399,0,21
Android_2k_cleaned.csv,400,0,21
Android_2k_cleaned.csv,401,0,-1
Android_2k_cleaned.csv,402,0,-1
Android_2k_cleaned.csv,403,0,21
Android_2k_cleaned.csv,404,0,9
Android_2k_cleaned.csv,405,0,-1
Android_2k_cleaned.csv,406,0,-1
Android_2k_cleaned.csv,407,0,-1
Android_2k_cleaned.csv,408,0,21
Android_2k_cleaned.csv,409,0,21
Android_2k_cleaned.csv,410,0,-1
Android_2k_cleaned.csv,411,0,-1
Android_2k_cleaned.csv,412,0,-1
Android_2k_cleaned.csv,413,0,-1
Android_2k_cleaned.csv,414,0,-1
Android_2k_cleaned.csv,415,0,-1
Android_2k_cleaned.csv,416,0,-1
Android_2k_cleaned.csv,417,0,-1
Android_2k_cleaned.csv,418,0,-1
Android_2k_cleaned.csv,419,0,-1
Android_2k_cleaned.csv,420,0,-1
Android_2k_cleaned.csv,421,0,-1
Android_2k_cleaned.csv,422,0,-1
Android_2k_cleaned.csv,423,0,21
Android_2k_cleaned.csv,424,0,21
Android_2k_cleaned.csv,425,0,21
Android_2k_cleaned.csv,426,0,1
Android_2k_cleaned.csv,427,0,2
Android_2k_cleaned.csv,428,0,0
Android_2k_cleaned.csv,429,0,-1
Android_2k_cleaned.csv,430,0,10
Android_2k_cleaned.csv,431,0,8
Android_2k_cleaned.csv,432,0,-1
Android_2k_cleaned.csv,433,0,9
Android_2k_cleaned.csv,434,0,8
Android_2k_cleaned.csv,435,0,-1
Android_2k_cleaned.csv,436,0,-1
Android_2k_cleaned.csv,437,0,5
Android_2k_cleaned.csv,438,0,23
Android_2k_cleaned.csv,439,0,5
Android_2k_cleaned.csv,440,0,23
Android_2k_cleaned.csv,441,0,-1
Android_2k_cleaned.csv,442,0,-1
Android_2k_cleaned.csv,443,0,10
Android_2k_cleaned.csv,444,0,8
Android_2k_cleaned.csv,445,0,22
Android_2k_cleaned.csv,446,0,10
Android_2k_cleaned.csv,447,0,11
Android_2k_cleaned.csv,448,0,15
Android_2k_cleaned.csv,449,0,11
Android_2k_cleaned.csv,450,0,15
Android_2k_cleaned.csv,451,0,11
Android_2k_cleaned.csv,452,0,15
Android_2k_cleaned.csv,453,0,11
Android_2k_cleaned.csv,454,0,15
Android_2k_cleaned.csv,455,0,11
Android_2k_cleaned.csv,456,0,15
Android_2k_cleaned.csv,457,0,11
Android_2k_cleaned.csv,458,0,15
Android_2k_cleaned.csv,459,0,11
Android_2k_cleaned.csv,460,0,15
Android_2k_cleaned.csv,461,0,11
Android_2k_cleaned.csv,462,0,15
Android_2k_cleaned.csv,463,0,11
Android_2k_cleaned.csv,464,0,15
Android_2k_cleaned.csv,465,0,11
Android_2k_cleaned.csv,466,0,15
Android_2k_cleaned.csv,467,0,11
Android_2k_cleaned.csv,468,0,15
Android_2k_cleaned.csv,469,0,11
Android_2k_cleaned.csv,470,0,15
Android_2k_cleaned.csv,471,0,11
Android_2k_cleaned.csv,472,0,15
Android_2k_cleaned.csv,473,0,11
Android_2k_cleaned.csv,474,0,15
Android_2k_cleaned.csv,475,0,11
Android_2k_cleaned.csv,476,0,15
Android_2k_cleaned.csv,477,0,11
Android_2k_cleaned.csv,478,0,15
Android_2k_cleaned.csv,479,0,22
Android_2k_cleaned.csv,480,0,10
Android_2k_cleaned.csv,481,0,11
Android_2k_cleaned.csv,482,0,15
Android_2k_cleaned.csv,483,0,11
Android_2k_cleaned.csv,484,0,15
Android_2k_cleaned.csv,485,0,11
Android_2k_cleaned.csv,486,0,15
Android_2k_cleaned.csv,487,0,11
Android_2k_cleaned.csv,488,0,15
Android_2k_cleaned.csv,489,0,11
Android_2k_cleaned.csv,490,0,15
Android_2k_cleaned.csv,491,0,11
Android_2k_cleaned.csv,492,0,15
Android_2k_cleaned.csv,493,0,11
Android_2k_cleaned.csv,494,0,15
Android_2k_cleaned.csv,495,0,11
Android_2k_cleaned.csv,496,0,15
Android_2k_cleaned.csv,497,0,22
Android_2k_cleaned.csv,498,0,10
Android_2k_cleaned.csv,499,0,11
Android_2k_cleaned.csv,500,0,15
Android_2k_cleaned.csv,501,0,1
Android_2k_cleaned.csv,502,0,2
Android_2k_cleaned.csv,503,0,0
Android_2k_cleaned.csv,504,0,11
Android_2k_cleaned.csv,505,0,15
Android_2k_cleaned.csv,506,0,21
Android_2k_cleaned.csv,507,0,21
Android_2k_cleaned.csv,508,0,22
Android_2k_cleaned.csv,509,0,10
Android_2k_cleaned.csv,510,0,11
Android_2k_cleaned.csv,511,0,15
Android_2k_cleaned.csv,512,0,-1
Android_2k_cleaned.csv,513,0,-1
Android_2k_cleaned.csv,514,0,21
Android_2k_cleaned.csv,515,0,-1
Android_2k_cleaned.csv,516,0,11
Android_2k_cleaned.csv,517,0,15
Android_2k_cleaned.csv,518,0,21
Android_2k_cleaned.csv,519,0,-1
Android_2k_cleaned.csv,520,0,11
Android_2k_cleaned.csv,521,0,15
Android_2k_cleaned.csv,522,0,11
Android_2k_cleaned.csv,523,0,15
Android_2k_cleaned.csv,524,0,11
Android_2k_cleaned.csv,525,0,15
Android_2k_cleaned.csv,526,0,11
Android_2k_cleaned.csv,527,0,15
Android_2k_cleaned.csv,528,0,11
Android_2k_cleaned.csv,529,0,15
Android_2k_cleaned.csv,530,0,21
Android_2k_cleaned.csv,531,0,21
Android_2k_cleaned.csv,532,0,21
Android_2k_cleaned.csv,533,0,21
Android_2k_cleaned.csv,534,0,21
Android_2k_cleaned.csv,535,0,21
Android_2k_cleaned.csv,536,0,22
Android_2k_cleaned.csv,537,0,10
Android_2k_cleaned.csv,538,0,11
Android_2k_cleaned.csv,539,0,15
Android_2k_cleaned.csv,540,0,11
Android_2k_cleaned.csv,541,0,15
Android_2k_cleaned.csv,542,0,11
Android_2k_cleaned.csv,543,0,15
Android_2k_cleaned.csv,544,0,11
Android_2k_cleaned.csv,545,0,15
Android_2k_cleaned.csv,546,0,11
Android_2k_cleaned.csv,547,0,15
Android_2k_cleaned.csv,548,0,11
Android_2k_cleaned.csv,549,0,15
Android_2k_cleaned.csv,550,0,11
Android_2k_cleaned.csv,551,0,15
Android_2k_cleaned.csv,552,0,11
Android_2k_cleaned.csv,553,0,15
Android_2k_cleaned.csv,554,0,11
Android_2k_cleaned.csv,555,0,15
Android_2k_cleaned.csv,556,0,11
Android_2k_cleaned.csv,557,0,15
Android_2k_cleaned.csv,558,0,22
Android_2k_cleaned.csv,559,0,10
Android_2k_cleaned.csv,560,0,1
Android_2k_cleaned.csv,561,0,2
Android_2k_cleaned.csv,562,0,0
Android_2k_cleaned.csv,563,0,11
Android_2k_cleaned.csv,564,0,15
Android_2k_cleaned.csv,565,0,11
Android_2k_cleaned.csv,566,0,15
Android_2k_cleaned.csv,567,0,11
Android_2k_cleaned.csv,568,0,15
Android_2k_cleaned.csv,569,0,-1
Android_2k_cleaned.csv,570,0,11
Android_2k_cleaned.csv,571,0,15
Android_2k_cleaned.csv,572,0,-1
Android_2k_cleaned.csv,573,0,11
Android_2k_cleaned.csv,574,0,15
Android_2k_cleaned.csv,575,0,1
Android_2k_cleaned.csv,576,0,2
Android_2k_cleaned.csv,577,0,0
Android_2k_cleaned.csv,578,0,1
Android_2k_cleaned.csv,579,0,2
Android_2k_cleaned.csv,580,0,0
Android_2k_cleaned.csv,581,0,21
Android_2k_cleaned.csv,582,0,22
Android_2k_cleaned.csv,583,0,10
Android_2k_cleaned.csv,584,0,1
Android_2k_cleaned.csv,585,0,2
Android_2k_cleaned.csv,586,0,0
Android_2k_cleaned.csv,587,0,22
Android_2k_cleaned.csv,588,0,10
Android_2k_cleaned.csv,589,0,11
Android_2k_cleaned.csv,590,0,15
Android_2k_cleaned.csv,591,0,11
Android_2k_cleaned.csv,592,0,15
Android_2k_cleaned.csv,593,0,11
Android_2k_cleaned.csv,594,0,15
Android_2k_cleaned.csv,595,0,11
Android_2k_cleaned.csv,596,0,15
Android_2k_cleaned.csv,597,0,11
Android_2k_cleaned.csv,598,0,15
Android_2k_cleaned.csv,599,0,11
Android_2k_cleaned.csv,600,0,15
Android_2k_cleaned.csv,601,0,-1
Android_2k_cleaned.csv,602,0,9
Android_2k_cleaned.csv,603,0,8
Android_2k_cleaned.csv,604,0,9
Android_2k_cleaned.csv,605,0,11
Android_2k_cleaned.csv,606,0,15
Android_2k_cleaned.csv,607,0,9
Android_2k_cleaned.csv,608,0,9
Android_2k_cleaned.csv,609,0,9
Android_2k_cleaned.csv,610,0,11
Android_2k_cleaned.csv,611,0,15
Android_2k_cleaned.csv,612,0,9
Android_2k_cleaned.csv,613,0,4
Android_2k_cleaned.csv,614,0,4
Android_2k_cleaned.csv,615,0,22
Android_2k_cleaned.csv,616,0,9
Android_2k_cleaned.csv,617,0,4
Android_2k_cleaned.csv,618,0,4
Android_2k_cleaned.csv,619,0,-1
Android_2k_cleaned.csv,620,0,4
Android_2k_cleaned.csv,621,0,4
Android_2k_cleaned.csv,622,0,9
Android_2k_cleaned.csv,623,0,-1
Android_2k_cleaned.csv,624,0,9
Android_2k_cleaned.csv,625,0,11
Android_2k_cleaned.csv,626,0,15
Android_2k_cleaned.csv,627,0,10
Android_2k_cleaned.csv,628,0,8
Android_2k_cleaned.csv,629,0,4
Android_2k_cleaned.csv,630,0,4
Android_2k_cleaned.csv,631,0,9
Android_2k_cleaned.csv,632,0,8
Android_2k_cleaned.csv,633,0,11
Android_2k_cleaned.csv,634,0,15
Android_2k_cleaned.csv,635,0,10
Android_2k_cleaned.csv,636,0,8
Android_2k_cleaned.csv,637,0,9
Android_2k_cleaned.csv,638,0,8
Android_2k_cleaned.csv,639,0,10
Android_2k_cleaned.csv,640,0,8
Android_2k_cleaned.csv,641,0,4
Android_2k_cleaned.csv,642,0,4
Android_2k_cleaned.csv,643,0,22
Android_2k_cleaned.csv,644,0,10
Android_2k_cleaned.csv,645,0,11
Android_2k_cleaned.csv,646,0,15
Android_2k_cleaned.csv,647,0,11
Android_2k_cleaned.csv,648,0,15
Android_2k_cleaned.csv,649,0,11
Android_2k_cleaned.csv,650,0,15
Android_2k_cleaned.csv,651,0,1
Android_2k_cleaned.csv,652,0,2
Android_2k_cleaned.csv,653,0,0
Android_2k_cleaned.csv,654,0,21
Android_2k_cleaned.csv,655,0,21
Android_2k_cleaned.csv,656,0,22
Android_2k_cleaned.csv,657,0,10
Android_2k_cleaned.csv,658,0,11
Android_2k_cleaned.csv,659,0,15
Android_2k_cleaned.csv,660,0,11
Android_2k_cleaned.csv,661,0,15
Android_2k_cleaned.csv,662,0,11
Android_2k_cleaned.csv,663,0,15
Android_2k_cleaned.csv,664,0,11
Android_2k_cleaned.csv,665,0,15
Android_2k_cleaned.csv,666,0,1
Android_2k_cleaned.csv,667,0,2
Android_2k_cleaned.csv,668,0,0
Android_2k_cleaned.csv,669,0,22
Android_2k_cleaned.csv,670,0,10
Android_2k_cleaned.csv,671,0,11
Android_2k_cleaned.csv,672,0,15
Android_2k_cleaned.csv,673,0,-1
Android_2k_cleaned.csv,674,0,11
Android_2k_cleaned.csv,675,0,15
Android_2k_cleaned.csv,676,0,-1
Android_2k_cleaned.csv,677,0,11
Android_2k_cleaned.csv,678,0,15
Android_2k_cleaned.csv,679,0,1
Android_2k_cleaned.csv,680,0,2
Android_2k_cleaned.csv,681,0,0
Android_2k_cleaned.csv,682,0,22
Android_2k_cleaned.csv,683,0,10
Android_2k_cleaned.csv,684,0,11
Android_2k_cleaned.csv,685,0,15
Android_2k_cleaned.csv,686,0,11
Android_2k_cleaned.csv,687,0,15
