LineId,Date,Time,Pid,Tid,Level,Component,Content,EventId,EventTemplate,Timestamp,dataset,Process,FormattedTime,Month,PID,Logrecord,ADDR,LogLevel,TimeEpoch,Cluster
2,03-17,16:13:38,1702.0,8671.0,D,PowerManagerService,"acquire lock=233570404, flags=0x1, tag=""View Lock"", name=com.android.systemui, ws=null, uid=10037, pid=2227",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
3,03-17,16:13:38,1702.0,8671.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x23,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
5,03-17,16:13:38,2227.0,2227.0,D,TextView,visible is system.time.showampm,E165,visible is <*>,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
6,03-17,16:13:38,2227.0,2227.0,D,TextView,mVisiblity.getValue is false,E82,mVisiblity.getValue is false,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
4,03-17,16:13:38,1702.0,2113.0,V,WindowManager,Skipping AppWindowToken{df0798e token=Token{78af589 ActivityRecord{3b04890 u0 com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity t761}}} -- going to hide,E131,Skipping AppWindowToken{<*> token=Token{<*> ActivityRecord{<*> u0 <*>}}} -- going to hide,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
8,03-17,16:13:38,2227.0,2227.0,D,TextView,mVisiblity.getValue is false,E82,mVisiblity.getValue is false,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
9,03-17,16:13:38,2227.0,2227.0,D,TextView,visible is system.call.count gt 0,E166,visible is <*> gt <*>,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
10,03-17,16:13:38,2227.0,2227.0,D,TextView,mVisiblity.getValue is false,E82,mVisiblity.getValue is false,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
11,03-17,16:13:38,2227.0,2227.0,D,TextView,visible is system.message.count gt 0,E166,visible is <*> gt <*>,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
7,03-17,16:13:38,2227.0,2227.0,D,TextView,visible is system.charge.show,E165,visible is <*>,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
13,03-17,16:13:38,2227.0,2227.0,D,TextView,visible is system.ownerinfo.show,E165,visible is <*>,1900-03-17 16:13:38,Android_2k_cleaned.csv,,,,,,,,-2202450382,-1
34,03-17,16:13:39,1702.0,1815.0,D,WindowManager,startAnimation end,E144,startAnimation end,1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
39,03-17,16:13:39,1702.0,1815.0,I,WindowManager,"Application requested orientation 1, got rotation 0 which has compatible metrics",E22,"Application requested orientation <*>, got rotation <*> which has compatible metrics",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
38,03-17,16:13:39,1702.0,1815.0,I,WindowManager,"rotationForOrientationLw(orient=1, last=0); user=0 USER_ROTATION_LOCKED",E114,"rotationForOrientationLw(orient=<*>, last=<*>); user=<*> USER_ROTATION_LOCKED",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
37,03-17,16:13:39,1702.0,8671.0,I,AlarmManager,remove(PendingIntent{19abed0: PendingIntentRecord{a485420 com.tencent.qt.qtl broadcastIntent}}) changed bounds; rebatching,E110,remove(PendingIntent{<*>: PendingIntentRecord{<*> <*> broadcastIntent}}) changed bounds; rebatching,1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
36,03-17,16:13:39,1702.0,1815.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
35,03-17,16:13:39,1702.0,1815.0,D,PowerManagerService,"release:lock=226887582, flg=0x0, tag=""SCREEN_FROZEN"", name=android"", ws=null, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
33,03-17,16:13:39,1702.0,1815.0,D,WindowManager,startAnimation begin,E143,startAnimation begin,1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
31,03-17,16:13:39,1702.0,1815.0,I,WindowManager,"orientation change is complete, call stopFreezingDisplayLocked",E96,"orientation change is complete, call stopFreezingDisplayLocked",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
30,03-17,16:13:39,1702.0,2639.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
29,03-17,16:13:39,1702.0,2639.0,D,PowerManagerService,"userActivityNoUpdateLocked: eventTime=261843648, event=0, flags=0x1, uid=1000",E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
28,03-17,16:13:39,1702.0,2639.0,D,PowerManagerService,"release:lock=62617001, flg=0x0, tag=""WindowManager"", name=android"", ws=WorkSource{10113}, uid=1000, pid=1702",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
27,03-17,16:13:39,1702.0,2639.0,I,WindowManager,Destroying surface Surface(name=com.tencent.qt.qtl/com.tencent.video.player.activity.PlayerActivity) called by com.android.server.wm.WindowStateAnimator.destroySurface:2060 com.android.server.wm.WindowStateAnimator.destroySurfaceLocked:913 com.android.server.wm.WindowState.destroyOrSaveSurface:2201 com.android.server.wm.WindowManagerService.tryStartExitingAnimation:3299 com.android.server.wm.WindowManagerService.relayoutWindow:3179 com.android.server.wm.Session.relayout:215 android.view.IWindowSession$Stub.onTransact:286 com.android.server.wm.Session.onTransact:136,E41,Destroying surface Surface(name=<*>) called by <*>,1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
32,03-17,16:13:39,1702.0,1815.0,I,WindowManager,Screen frozen for +1s0ms due to Window{ca98d5 u0 com.tencent.qt.qtl/com.tencent.qt.qtl.activity.info.NewsDetailXmlActivity},E118,Screen frozen for <*> due to Window{<*> u0 <*>.<*>},1900-03-17 16:13:39,Android_2k_cleaned.csv,,,,,,,,-2202450381,-1
55,03-17,16:13:40,1702.0,17630.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
56,03-17,16:13:40,2626.0,2809.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
57,03-17,16:13:40,2626.0,2809.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
58,03-17,16:13:40,1702.0,2113.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
59,03-17,16:13:40,1702.0,27357.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
62,03-17,16:13:40,1702.0,14638.0,D,PowerManagerService,"release:lock=166121161, flg=0x0, tag=""RILJ_ACK_WL"", name=com.android.phone"", ws=null, uid=1001, pid=2626",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
61,03-17,16:13:40,1702.0,3697.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
63,03-17,16:13:40,1702.0,14638.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
64,03-17,16:13:40,2626.0,2642.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
65,03-17,16:13:40,2626.0,2642.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
54,03-17,16:13:40,1702.0,2395.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
60,03-17,16:13:40,1702.0,27357.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
53,03-17,16:13:40,2626.0,23469.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
42,03-17,16:13:40,1702.0,2555.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
51,03-17,16:13:40,3664.0,3807.0,D,TelephonyManager,getNeighboringCellInfo calling app is com.amap.android.ams,E54,getNeighboringCellInfo calling app is <*>,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
50,03-17,16:13:40,2626.0,2642.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
49,03-17,16:13:40,2626.0,2642.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
48,03-17,16:13:40,2626.0,8682.0,I,PhoneInterfaceManager,shouldBlockLocation  ret:false,E128,shouldBlockLocation  ret:false,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
47,03-17,16:13:40,2626.0,8682.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
46,03-17,16:13:40,1702.0,2250.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
45,03-17,16:13:40,1702.0,2556.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
44,03-17,16:13:40,1702.0,2395.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
43,03-17,16:13:40,1702.0,2633.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
41,03-17,16:13:40,1702.0,2618.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x1,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
40,03-17,16:13:40,1702.0,2618.0,D,PowerManagerService,"acquire lock=166121161, flags=0x1, tag=""RILJ_ACK_WL"", name=com.android.phone, ws=null, uid=1001, pid=2626",E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,-1
52,03-17,16:13:40,2626.0,23469.0,W,PhoneInterfaceManager,shouldBlockLocation running ...,E130,shouldBlockLocation running ...,1900-03-17 16:13:40,Android_2k_cleaned.csv,,,,,,,,-2202450380,9
71,03-17,16:13:41,1702.0,1820.0,D,DisplayPowerController,"Animating brightness: target=38, rate=200",E21,"Animating brightness: target=<*>, rate=<*>",1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,-1
70,03-17,16:13:41,1702.0,1820.0,I,DisplayPowerController,HBM brightnessOut =38,E65,HBM brightnessOut =<*>,1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,-1
69,03-17,16:13:41,1702.0,1820.0,I,DisplayPowerController,HBM brightnessIn =38,E64,HBM brightnessIn =<*>,1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,34
67,03-17,16:13:41,1702.0,27357.0,D,PowerManagerService,"ready=true,policy=3,wakefulness=1,wksummary=0x0,uasummary=0x1,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=38,auto=-1,adj=0.0userId=0",E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,-1
66,03-17,16:13:41,1702.0,27357.0,D,PowerManagerService,"release:lock=264232593, flg=0x0, tag=""AudioMix"", name=audioserver"", ws=null, uid=1041, pid=0",E108,"release:lock=<*>, flg=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,-1
68,03-17,16:13:41,1702.0,27357.0,D,PowerManagerService,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",1900-03-17 16:13:41,Android_2k_cleaned.csv,,,,,,,,-2202450379,-1
87,03-17,16:13:45,2227.0,2227.0,I,PhoneStatusBar,"setSystemUiVisibility vis=508 mask=ffffffff oldVal=40000500 newVal=508 diff=40000008 fullscreenStackVis=0 dockedStackVis=0, fullscreenStackBounds=Rect(0, 0 - 720, 1280), dockedStackBounds=Rect(0, 0 - 0, 0)",E126,"setSystemUiVisibility vis=<*> mask=<*> oldVal=<*> newVal=<*> diff=<*> fullscreenStackVis=<*> dockedStackVis=<*>, fullscreenStackBounds=Rect(<*>, <*> - <*>, <*>), dockedStackBounds=Rect(<*>, <*> - <*>, <*>)",1900-03-17 16:13:45,Android_2k_cleaned.csv,,,,,,,,-2202450375,11
98,03-17,16:13:45,2227.0,2227.0,I,PhoneStatusBar,"notifyUiVisibilityChanged:vis=0x40000500, SystemUiVisibility=0x40000500",E84,"notifyUiVisibilityChanged:vis=<*>, SystemUiVisibility=<*>",1900-03-17 16:13:45,Android_2k_cleaned.csv,,,,,,,,-2202450375,11
97,03-17,16:13:45,2227.0,2227.0,I,PhoneStatusBar,cancelAutohide,E27,cancelAutohide,1900-03-17 16:13:45,Android_2k_cleaned.csv,,,,,,,,-2202450375,11
